Airline Name | Title | Rating | Verified | Review_Text
American Airlines | “No customer service” | 1 | Not Verified | I had two flights booked between St. Louis and Chicago to meet up with friends for a vacation flight out of Chicago. There was impending weather, snow. I changed my flight on February 12 in the evening to 3:10 in the afternoon in order to get to Chicago in time for the next morning flight. I had to pay an additional $188 to change the flight. The flight was cancelled by the airline and I ended up on the same flight I was originally booked on! That flight was delayed but I did get to Chicago late Wednesday night. They refused to reimburse me for the extra amount paid for the cancelled flight! I should not have had to pay that fee when they cancelled the flight! On the way back to St. Louis there was potential weather. However, our flight from Mexico got into O'Hare with no problem. But my flight from Chicago to St. Louis had been delayed earlier that morning and there were no flights out of O'Hare (according the the RUDE American Airlines person) so I had to either sit in the airport for 13 hours or pay for a room - they refused to get me a room! They claimed weather as an excuse but there was no weather they had just tried to out-guess it and got it wrong. So I had to pay for a room, my bag again the next day because it couldn't be transferred, an extra day of parking and an extra day of care for my pet - $309! No customer service. Their supervisor was also uncaring and rude. I ended up falling on an escalator trying to get my bags around by myself due to them!!
American Airlines | “Someone has to be held accountable” | 1 | Not Verified | Overnight flight was delayed twice for not enough crew and then no crew. Still no guarantee it will take off. Had to buy blankets, $60, and kids sleeping on the disgustingly dirty floor. Trying to get to a family member before they pass. How can you stay in business with this poor customer service? Your company needs a major overhaul. Someone has to be held accountable.
China Eastern Airlines | "Overall I have no complaints" | 8 | ✅ Trip Verified | Check-in at Gatwick Airport was smooth and efficient. The airline uses the No.1 Lounge which is nothing special but with comfortable seating and is Wi-Fi more than adequate. Boarding was done quickly and the cabin crew was super diligent in helping each of the passengers find their seat and stow their baggage. Although the business seats on this 777 were not new they had ample storage space, the flat bed was comfortable and everything worked. The food was well presented but tasted a little bland and the cabin crew were extremely quick in removing trays when passengers had finished. The Wi-Fi on the aircraft was patchy at best and, being Chinese, quite a few sites seem to be blocked. Running a VPN actually made it quicker with no blocked sites. There were a few Western movies but the choice was limited. Loos were spotless. Overall I have no complaints and would happily fly with the airline again.
China Eastern Airlines | “the cabin was spotlessly clean” | 9 | Not Verified | I like that Recaro seats were used. The seat was very soft and legroom was actually the most I have gotten thus far, even for such a tiny plane like the A320 neo. It was very well kept and modern, and the cabin was spotlessly clean. There was even a meal on the short flight of 1 & 2/3 hours. Excellent experience. However, there was no screens for IFE, but there was a cool magazine that kept me entertained, so yeah. However, there, unfortunately, was a karen or kevin or whatever you call it, on our flight. The crew were very professional.
China Eastern Airlines | "improved dramatically" | 7 | ✅ Trip Verified | China Eastern Airlines customer service has been improved dramatically since before the pandemic of COVID. In economy class, I feel well treated by cabin crew and everyone was so kind and well motivated. I have ordered the vegetarian meal and I was not enjoyed, the the cabin crew brought me nice food to replace. Especially flight MU715 compared to MU716 I flew with this month, the cabin crew did really fantastic job. The only thing I was a bit disappointed is there is very limited option of in-flight entertainment especially in A330-200 which was MU716 flight. But overall, both two aircraft’s had fantastic leg space for a 180cm tall guy.
China Eastern Airlines | "Fares were very competitive" | 5 | ✅ Trip Verified | "It's ok" would be the best way to summarise my experience with China Eastern on a trip from Frankfurt via Shanghai to Japan and back. The Boeing 777-300 appears reasonably well-kept even though you clearly notice the difference to their fleets newer A350. Food was very unspectacular on all legs except one (where it was quite decent), makes you understand the jokes about airplane food. Entertainment is very limited, only a small selection of movies in English is offered. Staff isn't unfriendly. Only weird thing is that you're asked to remove all headphones 40 minutes before landing already, which is unusual and slightly annoying. Fares were very competitive and about 400€ less than the next comparable offer by another airline. Taking all this into account, China Eastern may be a good choice when looking for a lower-price (but definitely not budget, neither regarding cost nor amenities) option for flying to different Asian countries, but stays behind in their offering compared to the Eastern elite airlines like JAL, Singapore or Asiana.
China Eastern Airlines | "Diabolical at best" | 1 | Not Verified | Diabolical at best. I have travelled budget airlines which has better service and offering. From the time we boarded it was all about what they wont or cannot offer. No soft drinks, only Soda. Food limited. Soft drink menu only tea and coffee, 6.30 flight only one tepid meal. Toilets were dirty. My seat inflight entertainment did not work. Selection was awful. So it might They should not sell business class at full price. I have travelled many a budget flights on business but this was by far the worst. I had to take this return flight as my original flight on a different carrier was full. Made in China at its best
China Eastern Airlines | "economy seats were fine"  | 9 | ✅ Trip Verified | Solid airline, will fly again. Professional, spoke English, polite, efficient, good value flight. I was scared to fly this airline as I read so many negative views. This is my experience. - I flew from Sydney to Rome - Back from London to Sydney - Could not beat the price for a full service flight I was 10-15mins late for check in for my return flight from London (as my earlier connecting flight was delayed significantly which caused this) and the last two ladies remaining at the check in desk were more than accommodating. I couldn't be grateful enough. Even though they had signed out of the computers, packed up the online check in and closed off the online roll call, the manager asked her co-worker to check if the passenger list had been submitted or if she could open it up and add me - they were unsure if they could if it was submitted. They managed to access the list and added me! They could have easily not helped me too as I was far past the check in time. They told me I had to run for my flight as I might not have made boarding (I literally made it running through security and the airport). I had to sign a waiver that my bag may not arrive on the same flight (it did). My bag was oversized too and I had no issues taking it (kite/golf bag). They accept oversized bag - I recommend booking directly with them (not through a third party website like booking.com like I did, so you can check in in advance, and deal with them directly if you need to change flights) - their food is very mediocre, bring your own if you are fussy, or pay $1k more for the same flight with a Tier 1 airline that serves better food - If you are vegetarian or fussy I would recommend bringing your own food - They serve Chinese food like noodles, rice, veggies and meat, red bean soup ... may be unusual if you have not been exposed to real Asian food - I'd recommend being certain when booking your seats and flight day/time as it may be hard to get a hold with them to confirm anything - Note that the last row of seats do recline, however if you need to change your seats after choosing, go slightly earlier to the airport and request the change when checking in. - The air hosts are lovely and professional. - The economy seats were fine and standard per any aeroplane - Limited Hollywood movies but you will find something. Couldn’t be more grateful for being able to check in to my return flight. For this price would definitely fly again.
China Eastern Airlines | “wouldn't hesitate to fly them again” | 9 | ✅ Trip Verified | China Eastern really surprised me with this recent flight I took with them. Their business class product is pretty solid and competitive in my opinion. Cabin crew were very hospitable and spoke excellent English. Meals, drinks and snacks were free flowing and quite scrumptious. I had the Asian option and their three course meal didn't disappoint. I was even taken aback by pajamas being an amenity that was offered. There was free wifi too albeit slow. I have a couple of very minor gripes though. First, is my dislike for the slanted seating arrangment which obstructs the feet when in the lie flat position. Next, had to do with their website which is barely functional. I also would of liked a few more film offerings. Nevertheless, I arrived well rested and well fed, so ended up with a completely different outlook of China Eastern for the positive. If they can remedy their website and invest a bit more onto their AVOD system, they would be a force to be reckoned with. I wouldn't hesitate to fly them again!
China Eastern Airlines | "strange and frustrating airline" | 4 | ✅ Trip Verified | China Eastern is a very strange and frustrating airline, and a real world of contradictions. First of all, if you are not a Chinese citizen with an ID card, it is extremely difficult to book, manage, and check-in for flights. When booking you should be aware that the booking system for the app and their website are not linked, so booking on one will immediately preclude you from accessing the reservation on the other. The app's English version is extremely limited in a way the Chinese version is not. At the airport, ground staff's command of English within China is usually limited, but it's functionally the same process as at any other airport, so just do what you always do and you'll get checked-in. I do like that they give you meals on shorter domestic flights. It's nothing extravagant but it's a hot meal and nice to have. Flight crew is kind and their command of English is usually better than the ground staff. Ultimately the frustrating tech issues just barely edge out the more competent parts of the experience.
China Eastern Airlines | "A real disappointment" | 6 | ✅ Trip Verified | A real disappointment, only snacks are given on a 4 hour flight in Business. Only 8 seats so could offer a full meal service. Limited choices of drinks, basically red or white wine, beer or soft drinks.
China Eastern Airlines | “staff are unpleasant” | 1 | Not Verified | Without a doubt, the worst company I have ever seen in my life, the staff are unpleasant and with no willingness to help you. I don't know how they can continue working with the terrible service they offer, in my case was with an airline official at the Bangkok airport. If they are not willing to serve their customers, customers who have paid a lot of money for their tickets, let them go do something else. The company moves at the pace of the type of client it has. My opinion for them is 0. I will never fly with this company again, before flying with them again, I will walk.
Delta Air Lines | "Not a very good airline" | 1 | ✅ Trip Verified | Overbooked flight and allowed passengers carryon bags that boarded earlier to fill up all overhead bins such that the last third of the passengers had to check all carryon roller bags! Why can’t they only allow people to put their carryon bags overhead where they are sitting only? And overbooked the flight! Not a very good airline at all if they can’t control these simple things!
Delta Air Lines | "experience was the worst"  | 1 | ✅ Trip Verified | My experience from Los Angeles to Atlanta yesterday was the worst! Bad consumer experience, Delta people treat you in a rude way, very stupid, screaming with people to organize queues. I had a problem with a flight attendent that was so aggressive on the way she was speaking, putting me in an embarassing situation.
Delta Air Lines | "an absolute disaster" | 1 | ✅ Trip Verified | This is a mediocre airline masking chaos with spin. My recent flight experience with Delta was an absolute disaster. The flight was scheduled to leave at 5 PM, and we had already begun pre-boarding when they suddenly delayed it—due to “crew rotation issues solvable in 30 min”. That’s not just bad planning, that’s complete operational failure. Worse yet, Delta kept passengers in limbo by delaying the flight in 3–4 hour increments, rather than being honest about the scope of the issue. We didn’t end up departing until 3 AM—nearly 10 hours late. This wasn’t just an inconvenience; I missed an important business meeting in Seattle that cannot be rescheduled or salvaged. When I asked about meal vouchers, a check-in agent smugly claimed the delay was due to weather—a completely false excuse that he threw out without even checking the flight’s status. When I pressed him on it, he got defensive instead of just owning the mistake. Another agent eventually handed me a $45 voucher, which was frankly insulting considering the time and opportunities lost. Meanwhile, the ground crew was patronizing and dismissive, treating passengers like they were the problem for simply asking for updates. The lack of accountability was staggering. But here’s the real kicker: This isn’t just a one-off incident. Delta has clearly been in a state of decline. Flights are constantly delayed, crews are visibly irritated, customer service is unresponsive, and compensation is laughably inadequate. It’s also hard to ignore the pattern: Every quarter, especially in the last two weeks before it ends, Delta’s delays and cancellations seem to spike—and yet, minimal compensation is offered to retail passengers. It’s almost as if they’re gaming the system: delaying flights incrementally to avoid triggering certain metrics, and downplaying the chaos to maintain the illusion of operational performance. It feels calculated—like Delta is more concerned with managing optics and investor reports than actually serving its customers. This is not an isolated issue. It’s systemic. They lost me as a business.
Delta Air Lines | "Thank you to everyone"  | 1 | Not Verified | I recently flew to Utah for surgery and had some complications. I ended up on oxygen due to flu and altitude sickness. Delta changed my flight the first time because I was hospitalized and could not make my flight. They changed it a second time when the changed flight did not allow enough time on my lay-over to make my flight. They did not charge me money or points, and arrangements were made for a wheelchair, since I would be on oxygen to fly home. It went seamlessly. Thank you to everyone who made a very trying time less stressful. And PS, my first leg of my flight, a young pilot was deadheading to Atlanta and he helped me so much.
Delta Air Lines | “inconvenience and loss of time” | 1 | Not Verified | April 5th I stood in line an hour before my flight to check my bags with 3 people in front of me in the line. When I finally reached the counter, she said a new policy required bags to be checked in 45 minutes before a flight and I only had 3 minutes left to check my bag in that time window. I asked to have my bags checked. She then said she would have to rebook me. She rebooked my non stop 2 1/2 hour flight to a flight leaving 4 hours later with layovers that would extend the flight almost 7 additional hours. That flight was then delayed almost two hours. When it was almost time for that delayed flight to leave, they said they had transferred me to Alaska Airlines. I had to walk the whole terminal to get to Alaska and was then told that flight would not be leaving until 2 hours later. When I arrived at my destination I spent an hour waiting for my luggage, standing in line for assistance etc. and eventually leaving without my luggage. After hours of phone calls I found my luggage was not transferred with me to Alaska Airlines and was on a Delta flight to Salt Lake City. Delta refused to reimburse my bag fees. I paid to have my bag transported. Due to DELTA's error of putting my luggage on a plane I was not on I did not have my bag upon arrival. I suffered the inconvenience and loss of time waiting for my bag at the airport and hours on the phone trying to trace my bag. Delta somehow determined that I should just suck up the cost of THEIR error in putting my bag on the wrong plane. If I could give zero stars for this experience, I would.
Delta Air Lines | "insufficient customer service"  | 1 | ✅ Trip Verified | Delta has no control over weather, they certainly have control over what planes land. There were storms in Atlanta causing delays on April 6. Our flight circled Atlanta for an hour and a half, and then was low on gas. Rather than land us, they diverted us to Greensboro South Carolina, where we sat for over 3 1/2 hours. As a direct result of this, I miss my flight to Italy, a gentleman and a seat across from me missed his flight to Finland, and they were multiple other passengers who also missed flights, both domestically and internationally from this one flight alone. At Atlanta, there were two maybe three agents to help every single customer who are disrupted by the weather. The online system put you on hold for an hour, then get back to you an hour and say oh, we’re gonna put you on hold for another hour before somebody answers. There is literally no excuse for an airline of Delta size to have insufficient customer service representatives when they know they are subject to weather in Atlanta. This is not the first time Delta’s been through this.
Delta Air Lines | "employees were fine"  | 8 | ✅ Trip Verified | I decided to splurge and book a first class ticket on Delta last year for this year’s MegaCon Orlando. Outgoing was on a regional jet with hardly any of the amenities of the larger jets (I did get my drink served in a glass and several snacks) and having a dedicated Sky Priority lane at both RDU and MCO was helpful. Return flight was on their usual A319 jet with the full blown amenities. Both flights were on time and employees were fine.
Delta Air Lines | "did their jobs with passion" | 8 | ✅ Trip Verified | I had a heartbreaking day on my departure day. So when I was checking in at Delta, I was crying…( actually more like bawling). Well I wasn't at first, but when Ms Carol asked me how was my day, tears just fell and couldn’t stop it…felt heavy…so I really appreciate that question a lot, she gave me some small talk, which made me open up a bit and that’s when I started crying. She didn’t have to continue comforting me, but she did and I felt it in my heart. Ms Ammi saw me crying and offered me some juice and orange, and a Chocolate cupcake and also comforted me despite how busy they were. They are the best strangers I’ve encountered at that moment too, for the longest time, and that made me feel way lighter. So I think it’s not about the place, or the airline, it’s the people that works within - a truly unforgettable experience even though that was a month ago. I am talking about the Ground staff of Delta Airlines in Baltimore Airport! They did their jobs with passion and understanding, and I salute them all…
Delta Air Lines | "across the plane from each other" | 1 | Not Verified | They switched my husband and I after we paid for seat upgrades and put us completely across the plane from each other in the very back. We aid to sit up front. Not a single customer service could help us. This is absolutely ridiculous. No offer of the refund was offered. 3 different people just shrugged and said oh well you are on the flight.
Delta Air Lines | "offered no compensation" | 1 | ✅ Trip Verified | They forced me to check a bag both ways due to size regiments of my carry on. Both trips they lost my checked bag. They offered no compensation for losing my bag during connecting flights. I was stranded in a foreign country with nothing. I submitted multiple claims for compensation and they were all immediately declined due to my ticket not being eligible for compensation. This was my first and last experience with Delta airlines.
LATAM Airlines | "love the attentiveness of the crew" | 1 | ✅ Trip Verified | This was a domestic leg between Bogota and Medellin. cabin crew switched me to the first row since this plane only had 2 rows of premium class and I was scheduled to fly in row three. Prior to take off the lead crew member came by welcomed me by name offered a water bottle and wished me a happy birthday somehow they knew. On this very short 40 minute flight we were offered a small snack. A mini sub sandwich, Heineken beer, bag of chips. I love the attentiveness of the crew had and it’s one of the reasons I only fly LATAM within Colombia.
LATAM Airlines | "asked for Priority boarding" | 1 | Not Verified | Online Check-in Process did not work. Kiosks at the Lima Airport did not work. Offered upgrade to Business class for a few but then denied because we purchased our tickets through Delta. Wife has Parkinsons so I asked for Priority boarding and was told to sit down - I got up when I saw a line forming and asked the same lady who then told me to get on line. Then the conducted priority boarding while they were letting everyone else on.
LATAM Airlines | "really behind the times" | 1 | ✅ Trip Verified | I booked my flight months in advance and paid for seat assignments. I selected seats at the front of the plane, but during check-in, seats were automatically re-assigned to the back of the plane, last row to be exact. Why pay for seats then? The instructions were also unclear and boarding was confusing. Overall, LATAM is really behind the times.
LATAM Airlines | "refund process is frustrating" | 1 | ✅ Trip Verified | LATAM Airlines Australia is misleading customers about flight ticket prices. Although I was on their Australian webpage, prices are listed in American dollars. When I called to request a refund, they seemed to anticipate my questions and had excuses ready before I even began asking. The refund process is frustrating; they only initiate it after you reply to their email with personal information that they don’t actually need. This seems unnecessary, but they say it’s in case the credit card refund doesn’t go through. If they followed the proper procedures, the refund could have been back in my credit card account within days.
LATAM Airlines | “Incredibly unhelpful staff” | 1 | Not Verified | I paid £84 for a hold bag online the day before my flight. On arrival at the airport, LATAM said there was an error with their system and the payment wasn't linked to my ticket. I showed them my invoice, receipt email and bank transaction and they agreed the payment had been made, but said I needed to pay £131, and the £84 would be refunded. I made the point that there was no reason for me to pay £50 more because their system had failed, but they wouldn't budge and as I was at risk of missing my flight, I ended up paying. Had a very frustrating experience with their complaints team, who also accepted the issue was with their system, but said system failures happen and that I was liable for the full amount. So essentially, LATAM are rewarded for making a hash of a luggage booking and charging over 50% extra at the airport. Incredibly unhelpful staff at all levels. Scam artists. Enjoy my £131. I'll spend a lot more to avoid you in future.
LATAM Airlines | “it was a very slow process” | 2 | Not Verified | I needed to reschedule my flight and repay for it. The website has a system for rescheduling but it kept rejecting my credit cards. This was not an issue with my cards as I tried 4 different ones, and have a good credit history! Eventually found a phone number to be used for rescheduling, but it was a very slow process and extremely expensive (much more than the website promised). I spent a total of 5 hours on this task thanks to the inadequacies of Latam.
LATAM Airlines | "there was zero assistance" | 1 | Not Verified | My travel partner was in a wheelchair which was registered ahead of the flight. We had no problem with American Airline getting there with this issue. We took LATAM on the return trip from IQQ to SCL. They didn't have enough staff so persuaded us to walk to the gate, as they said it was a small airport. The LATAM representative at IQQ said that we were already registered as disabled, that SCL was larger and we would be met there with a wheelchair. There were 3 people disembarking flight 602 in SCL with disabilities and there was zero assistance. For some of the people SCL was their final stop so they were able to wait. We had a short time to make our connection, a wheelchair never arrived and we could not get assistance. We barely made it to the next gate for departure to LAX. It was a very negative experience.
LATAM Airlines | "experiences with LATAM went so well" | 1 | ✅ Trip Verified | In a month traveling around South America, I flew Latam Chile 6 times, on the following routes: RT SCL-PMC; OW PUQ-SCL; RT SCL-IPC; and OW SCL-MVD. I may be extremely lucky, but all these flights were on time, safe, very comfortable, and served decent food and drink options. On the 4 flights on which I checked luggage, it arrived within minutes on the carousel. On my last flight to Montevideo, a crewmember approached me and my wife by pronouncing our names in order to serve snacks and drinks to us! I am very happy that my first  experiences with LATAM went so well, and based on these experiences, I can recommend this company without reservations. Thank you very much! One thing they definitely should improve is to provide free wifi to all customers. I know that is still not a practice worldwide, but it really should be.
LATAM Airlines | "the experience was terrible" | 1 | ✅ Trip Verified | I flew LATAM (Flight LA8020 from MDZ to GRU) as part of a connecting ticket with Swiss, and the experience was terrible. Although my Swiss ticket clearly included checked baggage, LATAM refused to honor it at MDZ. They claimed the baggage allowance only applied if I were flying directly with Swiss. Despite explaining that on my outbound trip I had no issues (because I boarded with Swiss), LATAM still made me pay an extra fee on the return segment. To make matters worse, LATAM issued only my first boarding pass (MDZ to GRU), insisting they are “not Swiss.” Because of this, I had to exit the terminal in each connecting airport, go through passport control, check in again at the counter, and clear security once more just to get my next boarding pass. It’s astonishing that they sell the entire connection together yet don’t consider baggage allowances, won’t print all boarding passes, and completely ignore any Swiss frequent flyer privileges. Seat selection was another frustration: unless you pay extra, you’re stuck in the middle seat. LATAM’s customer service was unhelpful, dismissive, and showed no willingness to coordinate with Swiss or resolve these issues. If you’re flying on a Swiss ticket that includes segments with LATAM, be prepared for hidden charges, wasted time, and zero accountability.
LATAM Airlines | "I have not received a response" | 1 | ✅ Trip Verified | Cargo is more important to passengers on a missed connection who were then sent to a hotel 120 km away at 1:30 am I was one of about 15 people flying from Iguassu who missed a connecting flight at 23:30 to London at Sao Paolo airport on 6/11/2024. After queuing at a LATAM desk for about 1 hour at 1:30 am I was given a hotel room in Taubaté, 120 km from the Airport, a journey of 1.5 hours by taxi. I was told that food would be given to me when I arrived. There was no food. I had to book a taxi back to the airport the next day with a voucher. I spent $20 on tips. I had to ask for a voucher for food at the airport. The plane to London the next night was held on the tarmac for at least 1 hour while cargo was loaded. Why could LATAM not have held the plane for an hour the night before to get 15 people on board the flight they were booked on? Why is cargo more important than passengers. I complained to LATAM and now, nearly 2 months later, I have not received a response from the airline.
Ethiopian Airlines | “I have received nothing but silence” | 1 | ✅ Trip Verified | I am appalled by the utter negligence and lack of professionalism displayed by Ethiopian Airlines. My baggage was delayed for five full days during my international trip to Cape Town. I submitted a compensation claim back in December 2024, providing every required document and receipt for the essential items I had to purchase due to their failure. Since then, I have sent multiple follow-up emails (Dec 30, Jan 21, Mar 1, Mar 20), and I have received nothing but silence. Not a single update, not even an apology. How can a supposedly “leading African airline” justify completely ignoring a customer for over four months? This experience has been not only frustrating but also deeply disrespectful. I’ve spent hours chasing a basic response that any responsible airline would’ve handled in days. I have been left with no choice but to escalate this publicly. If this is the kind of service Ethiopian Airlines provides, they do not deserve to be in business.
Ethiopian Airlines | "seats were in a standard row" | 3 | ✅ Trip Verified | Flight ET718 from Addis Ababa to Gatwick on 27th March. We had booked and paid £100 for extra legroom seats which was confirmed on our ticket. Checked in and got boarding pass with same seat numbers. However, on boarding, discovered the seats were in a standard row. It appears our earlier booking used a seat plan for Boeing 787-8 (exit row 28) whereas Ethiopian airlines switched aircraft to Boeing 787-9 (exit row 30). Surely when the boarding passes were printed the booking system should reallocate us to our requested legroom seats. What a shambles. Two other passengers on our flight also got bumped into standard seats. We have also had previous problems using the Ethiopian airlines website (paid twice for same seat reservation). Seems their IT System is flakey and unreliable. Pity because the flight staff seemed mostly helpful and organised.
Ethiopian Airlines | "a complete disaster" | 1 | Not Verified | Our flight from Addis Ababa to Frankfurt on January 20 was a complete disaster. When we got to our seats, a woman with a child was sitting in one of them and refused to move. She claimed the flight attendants told her she could take the seat for her child. Instead of resolving the issue, the crew did nothing, and we had to argue, wave our boarding passes in their faces, and fight for the seats we had paid for. And that was just the beginning: my food was disgusting. The crew ignored complaints.
Ethiopian Airlines | "well taken care of" | 7 | ✅ Trip Verified | My wife and I flew with Ethiopian from Toronto to Entebbe Uganda return. We also flew Entebbe to Mombasa return within the time we stayed in Africa. We found that the airline service was pretty much on time and we didn't miss any connections. The meals were consistently good. Most aircrafts were in fair to good in cleanliness. The flight attendants were very good, friendly and attended to all of our needs. On our return flight my wife was injured and couldn't walk. We made arrangements with the airline in advance and they attended to all of her needs advancing us to the front of every line and helping us with our luggage. We were very surprised and well taken care of. I found that the service by the attendants to be excellent but I feel that the work loads on the was enormous. The attendants tried their best in serving our needs.
Ethiopian Airlines | “zero accountability for passengers” | 1 | ✅ Trip Verified | Ethiopian Airlines are never on time. Each flight that I seem to fly with this airline seems to have a minimum delay of an hour. They don't seem to care that people have connection flights or other important plans. I am currently sitting on the tarmac in the plane waiting to depart but we cannot because they are still loading cargo at the expense of their passengers. It is always at the expense of their passengers. My past flight with them we departed Namibia 3 hours late and most people missed their connection flights and Ethiopian Airlines told the passengers it was not their problem. They offered no assistance and left people to fend for themselves. They have zero accountability for their passengers. If I did not have to fly with them I would not. Ethiopian Airlines drastically needs to do something about customer services and ensuring that people are cared for correctly. You are providing a service to paying customers start acting like it.
Ethiopian Airlines | "there was nothing positive"  | 1 | ✅ Trip Verified | The plane was very dirty, debris everywhere on the floor and between the seats. Broken TV screens, non-working buttons and service lights, there was nothing positive about these flights.
Ethiopian Airlines | "instructed my wife make seat upright" | 1 | ✅ Trip Verified | My wife had her seat (11D what they call a priority seat with extra charge) 50% reclined. Passenger behind on 12F didn’t like this and started shouting at my wife, touching and threatening her. Cabin crew passed by and instructed my wife make seat upright instead of protecting her. Incidence reported to supervisor, she investigated instantly and apologised, however, passenger continued misbehaving. Flight was full, many passengers had bigger luggage than allowed.  When we boarded, no more overhead locker space was available around our seat, we stowed the luggage at locker 15. At the time of debarking, luggage couldn’t be found. We had to wait until all passengers left to find the luggage in another compartment far away, crew had removed it?
Ethiopian Airlines | "a very pleasant flight" | 1 | Not Verified | Was a very pleasant flight, the crew was very helpful at all times, I was an unaccompanied minor, and throughout the journey the crew helped me with all the procedures, the flight was very comfortable. Would definitely use Ethiopian Airlines whenever I’m traveling and would recommend it to friends and family. Most of all Ms Leli was the best.
Ethiopian Airlines | “disgraceful service” | 2 | ✅ Trip Verified | I am writing this feedback out of sheer frustration and disappointment regarding the disgraceful service I have received from Ethiopian Airlines concerning my missing baggage. It has been 6 days since my flight ET940 & ET692 from KAN to Addis & Addis to MAA on 29 Jan 2025 and my baggage is still missing. Despite countless follow-ups, I have received little to no assistance, empty promises, and no reasonable compensation for the inconvenience your airline has caused me. The lack of accountability, professionalism, and basic customer service in handling this matter is unacceptable. I expected Ethiopian Airlines to value its passengers, but this experience has shown the complete opposite. My multiple attempts to get a clear update have been ignored, and instead of providing a real solution, your representatives have only offered vague and useless responses. Because of your airline’s negligence, I have suffered significant financial loss, stress, and inconvenience. I have been forced to replace essential items at my own expense, and yet Ethiopian Airlines has refused to take responsibility or offer fair compensation. This is completely unacceptable for an international airline that claims to care about its customers. Your handling of this issue is beyond disappointing—it is outright disrespectful to your passengers.
Ethiopian Airlines | "Crew was friendly and professional"  | 9 | ✅ Trip Verified | From Athens to Zanzibar on B737M8 and A350 all flights were on time. B737 was with no IFE and seats were uncomfortable for the 5 hour flight. A350 was with IFE and comfortable seats, our flight was only 2 hours. On ATH-ADD was offered dinner and on ADD-ZNZ was offered breakfast. Crew was friendly and professional. In Tanzania were very strict with carry-on bag, mine was 11 kg and they did not allow me to carryon, I had to check-in as a luggage. They allow 8 Kg carry on.
United Airlines | “don’t fly United” | 1 | ✅ Trip Verified | Always the same with United flying out of San Juan, Puerto Rico. Delay, delay. They wait until 5 minutes before boarding starts and then delay the flight due to flight crew hours, which should have been anticipated since the night before. My last two flights out of San Juan with them, same deal. I had to rebook my connection and had to pay $51 on top so I could secure one of three seats left, otherwise I would be on standby. No effort to get you a seat for free for your troubles. But I got the $15 food voucher; how lucky can I be. If flying out of San Juan do yourself a favor and don’t fly United. The fare is the cheapest of the major airlines, but you pay the difference and more the day of flying.
United Airlines | "Very bad customer service" | 1 | ✅ Trip Verified | I flew United on my last round trip from Raleigh to Cebu. The return flight was first from Korean Air and landed in Seoul. The United flight to San Francisco left a little past time but then had to return to the airport in Seoul. We were told the plane was out of balance, but there were other problems. They placed us on the skybridge with no food or drinks. No place to sit either. Finally back in the air and landed in San Francisco. Missed my connecting flight to Raleigh and had to wait another 13 hours for another flight. Asked the ticket agents and they just blew it off and laughed. No vouchers or compensation offered. Finally arrived in Raleigh and my luggage was lost. Filed a claim and the agent did not even know United had a flight come in that morning. Several phone calls to the luggage claims line and a customer service agent laughed about it. They did offer a measly credit but I refused because it only works on United flights. I do not recommend flying United Airlines. Very bad customer service and the flight delay was unreasonable.
United Airlines | "what I call customer service" | 9 | Not Verified | I was late for my United flight from Harrisburg to Seattle due to traffic caused by an accident. The phone bot was clunky but once I got through to an agent they were able to reschedule my reservation even though it was a basic economy ticket. That’s what I call customer service!
United Airlines | "one of the worst experiences" | 1 | ✅ Trip Verified | Absolutely one of the worst experiences on an airline. I flew out of Cebu to Seoul. I made the connection and United took off close to the time scheduled. The pilot announced about 1 1/2 hours into the flight we had to return to Seoul because of a problem with the distribution of the weight on the plane. They placed us on the Skybridge, no food or drinks, nowhere to sit, and we finally took off again later. The attendants were not very friendly and unprofessional. We finally arrived in San Francisco and I missed my connecting flight. I had to wait another 13 hours for another flight. No meal vouchers or hotel vouchers while waiting a long time for another flight. I finally landed in Raleigh Durham and then United had lost my luggage. I had to file a claim with United and the agent did not even know they had a flight coming in that morning. I had to spend a lot of time calling and trying to find out about my luggage. The customer service representative laughed about it on the phone. I actually inquired about my luggage when arriving in San Francisco and also about the missed connection and the customer service representative laughed about it. It took another week to finally get my luggage back from United Airlines.
United Airlines | "crew really need an attitude check" | 5 | ✅ Trip Verified | Having flown this route several times now, my observation is that for some reason crew on this route all have the same attitude. The standard response to anything you say to or ask them seems to be "Uh-huh". There's plenty of eye-rolling in response to service requests. Food in Polaris is usually decent, but not this time. We were delayed out of IAD nearly two hours due to a mechanical issue with the nose wheel. I like the fact that it is nonstop overnight to W. Africa, but the crew really need an attitude check pronto.
United Airlines | "I’m done with this airline!" | 1 | Not Verified | Don’t talk to their representatives. They will charge you a $150+ fee on top of the difference in fare when you can book it on their app and just pay the difference. And they could care less! Unfortunately, I was in distress from missing my flight from Panama City to Houston thanks to my late driver and insane traffic, and listened to the agents at the United counters in PTY when they told me to call and have the reservation changed. I could have saved about $350 by completing the changes myself on the app. The reservation rep then booked the wrong day causing me to pay an additional cost to rebook again. I’m done with this airline! I’m now sitting here waiting to drop my bags and check in but there are no agents or kiosks. On the flight to Panama (a 4-hour flight), there was no inflight entertainment on the flight unless you used the app and if they didn’t offer earphones therefore you could not listen if you wanted to. They ran out of warm food and then said I had no miles to pay for the food when my miles were clearly listed and available to use on their app. Never again!
